ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt0234659,Satya Harishchandra,II 1965,162 min,8.0,22,Drama            ,telugu
tt2511530,Bayo,2006,89 min,6.2,9,Drama            ,marathi
tt8590992,Paper Boy,2018,125 min,6.4,256,Romance            ,telugu
tt7613024,Gandhinagaril Unniyarcha,2017,120 min,2.1,23,"Comedy, Drama            ",malayalam
tt11880600,Darbaan,2020,145 min,7.4,671,Drama            ,marathi
tt0259533,Raitu Bidda,1939,175 min,6.6,11,Drama            ,telugu
tt1633247,Sri Sitaramula Kalyanam Chutamu Rarandi,1998,142 min,5.2,33,Romance            ,telugu
tt0258436,Ayodhyecha Raja,1932,152 min,6.4,15,"Drama, History            ",marathi
tt0444767,A Sublime Love Story: Barsaat,2005,143 min,3.8,617,"Drama, Romance            ",hindi
tt0099652,Ghayal,1990,163 min,7.6,"4,047","Action, Crime, Drama            ",hindi
tt1980199,Nirvana13,2011,95 min,8.3,29,Drama            ,hindi
tt0290645,Hangsa-Mithun,1968,130 min,7.5,10,Drama            ,bengali
tt7638476,Foreign Chi Patlin,2008,140 min,5.8,15,Drama            ,marathi
tt9448362,Thottappan,2019,140 min,7.0,298,Drama            ,malayalam
tt10916104,Grihalakshmi - The Awakening,2019,70 min,9.1,19,Family            ,hindi
tt3175440,Huff! It's Too Much,2013,96 min,5.1,15,Romance            ,hindi
tt0213856,Manchi Manishi,1964,165 min,6.0,6,Drama            ,telugu
tt4089724,Gulama,2009,147 min,4.4,8,"Musical, Romance            ",kannada
tt2355791,Polladhavan,2007,150 min,7.6,"1,668",Action            ,tamil
tt1324059,Wake Up Sid,2009,138 min,7.6,"28,705","Comedy, Drama, Romance            ",hindi
tt0243352,Kala Pani,1980,126 min,5.6,16,Action            ,hindi
tt2365873,Kevi Rite Jaish,2012,128 min,8.1,860,"Comedy, Family            ",gujarati
tt11880890,Joshua,2020,108 min,9.0,473,Drama            ,malayalam
tt8669104,Kaler Putul,2018,124 min,6.1,31,Mystery            ,bengali
tt4192240,Teen Yaari Katha,2012,113 min,7.2,326,"Comedy, Drama            ",bengali
tt1538220,Andha Atit,1972,105 min,6.3,10,Drama            ,bengali
tt12498544,Story of a Beginning,2020,12 min,8.8,6,"Animation, Short            ",malayalam
tt7482302,Semma Botha Aagatha,2018,132 min,5.0,239,"Action, Thriller            ",tamil
tt5764024,OK Jaanu,2017,135 min,5.2,"3,819","Drama, Romance            ",hindi
tt5980022,The Tape,II 2017,90 min,7.2,20,Horror            ,hindi
tt1625331,Hello Zindagi,2010,125 min,6.0,13,"Drama, Family            ",hindi
tt7319906,Ballavpur Ki Roopkatha,2017,120 min,7.5,17,Comedy            ,hindi
tt0202701,Yugant,1995,135 min,6.7,63,Drama            ,bengali
tt5335020, Madam Secretary,2014–2019,43 min,7.5,236,Drama            ,oriya
tt1645757,Gulumaal: The Escape,2009,141 min,5.2,210,"Comedy, Drama, Thriller            ",malayalam
tt1439224,Dae! Ingottu nokkiye...,2008,182 min,2.5,44,Comedy            ,malayalam
tt3916754,Janda Pai Kapiraju,2015,129 min,6.1,230,"Action, Thriller            ",telugu
tt6690218,Khancha,2013,145 min,6.0,20,News            ,bengali
tt3084502,Jatt Airways,2013,135 min,4.4,173,"Comedy, Romance            ",punjabi
tt10983954,Mayaboti,2019,140 min,7.2,20,Family            ,bengali
tt7213936,What Will People Say,2017,106 min,7.4,"4,869",Drama            ,urdu
tt7333966,Megalopolis,2018,79 min,6.6,16,Mystery            ,hindi
tt4337414,Gopala Gopala,2015,153 min,7.3,"3,606","Comedy, Drama, Fantasy            ",telugu
tt1370410,Ravichandra,1980,164 min,8.3,23,Drama            ,kannada
tt0398134,Jeena Teri Gali Mein,1991,144 min,5.3,15,Romance            ,hindi
tt1797416,Jayam,2002,152 min,6.3,265,"Action, Drama, Romance            ",telugu
tt7632594,Mehram,2017,33 min,8.4,25,Short            ,oriya
tt0244182,Sangram,1950,139 min,6.7,30,Drama            ,hindi
tt3460918,Inga Enna Solluthu,2014,122 min,2.3,114,Comedy            ,tamil
tt8665584,Fandi,2018,101 min,4.5,10,Drama            ,marathi
tt0355376,Dilliwala Rajakumaran,1996,132 min,5.9,114,"Comedy, Drama            ",malayalam
tt8765430,Theekuchiyum Panithulliyum,2018,118 min,4.1,10,"Crime, Mystery, Thriller            ",malayalam
tt0361788,Kadapa Redamma,1990,130 min,8.4,89,Action            ,telugu
tt7180648,Paambum Koneem: Snake and Ladder,2017,15 min,8.0,20,"Short, Thriller            ",malayalam
tt0156873,Parthal Pasi Theerum,1962,159 min,7.4,57,"Drama, War            ",tamil
tt6169798,Rama Rama Re,2016,112 min,8.2,623,"Drama, Thriller            ",kannada
tt1738293,Khichdi: The Movie,2010,120 min,7.2,"2,173","Comedy, Family            ",hindi
tt0148692,Safar,1970,137 min,7.3,359,"Drama, Romance            ",hindi
tt0356129,Titli,2002,146 min,7.6,404,Drama            ,bengali
tt0280968,My Dear Kuttichaathan,1984,96 min,7.5,379,"Action, Adventure, Comedy            ",tamil
tt0309731,Jeevana Chakra,1985,157 min,7.6,22,Drama            ,kannada
tt0096028,Salaam Bombay!,1988,113 min,8.0,"8,736","Crime, Drama            ",hindi
tt6954416,Andhhagadu,2017,132 min,5.7,140,Comedy            ,telugu
tt5313414,Channo Kamli Yaar Di,2016,144 min,5.7,177,Drama            ,punjabi
tt2160437,Vellaripravinte Changathi,2011,140 min,6.1,176,Drama            ,malayalam
tt11690360,Neem Phul,2020,94 min,5.8,47,"Drama, Mystery            ",bengali
tt1694542,Tanu Weds Manu,2011,113 min,6.8,"13,622","Comedy, Drama, Romance            ",hindi
tt0140304,Kalyanaraman,1979,134 min,6.5,131,"Action, Comedy, Drama            ",tamil
tt0355663,Krishnagudiyil Oru Pranayakalathu,1997,155 min,6.8,263,"Comedy, Drama            ",malayalam
tt6834870,Pandhayam,2008,155 min,5.6,25,"Action, Thriller            ",tamil
tt1579943,Danger,II 2005,125 min,6.5,175,Thriller            ,telugu
tt0314186,Humko Tumse Pyaar Hai,2006,128 min,4.8,548,"Drama, Romance            ",hindi
tt12592664,Murder,II 2020,112 min,4.7,159,Thriller            ,telugu
tt4882700,Besh Korechi Prem Korechi,2015,144 min,4.8,231,"Action, Romance            ",bengali
tt0279249,Murattu Kaalai,1980,144 min,6.8,248,"Action, Drama            ",tamil
tt0375093,Srabon Megher Din,2000,150 min,8.5,"2,239","Drama, Romance            ",bengali
tt0269462,Lakshmana Rekha,1984,113 min,7.4,27,Drama            ,malayalam
tt12642180,Ram Singh Charlie,2020,104 min,7.9,"1,183",Drama            ,hindi
tt7277680,Anando Brahma,2017,123 min,6.7,488,"Comedy, Horror            ",telugu
tt0067840,Tere Mere Sapne,1971,175 min,7.3,217,"Drama, Romance            ",hindi
tt0305455,Pitaah,2002,126 min,6.4,690,"Action, Drama            ",hindi
tt5219770,Dev Bhoomi,2016,92 min,7.4,266,Drama            ,hindi
tt4163596,Bodhon,2015,120 min,7.6,30,Drama            ,bengali
tt5565818,Ambarsariya,2016,140 min,7.1,771,"Action, Comedy, Family            ",punjabi
tt7156814,The Innocence,2019,"1,260 min",7.8,15,Drama            ,bengali
tt0068620,Garam Masala,1972,129 min,5.8,68,"Comedy, Musical, Action            ",hindi
tt0101732,Dil Aashna Hai (...The Heart Knows),1992,164 min,5.0,"1,517","Drama, Romance            ",hindi
tt0207626,Naukar Ki Kameez,1999,104 min,6.8,29,Drama            ,hindi
tt0800956,Life in a Metro,2007,132 min,7.4,"11,210","Comedy, Drama, Romance            ",hindi
tt11143108,Oh My Kadavule,2020,151 min,8.1,"2,862","Comedy, Fantasy, Romance            ",tamil
tt6121432,Toba Tek Singh,2018,75 min,7.0,114,"Drama, History            ",punjabi
tt9866946,Gaash: Light,2019,14 min,8.8,9,"Short, Drama            ",oriya
tt1099196,Dil Dosti Etc,2007,112 min,7.0,"2,772","Comedy, Crime, Drama            ",hindi
tt13559990,An Extraordinary Journey,2018,37 min,10.0,5,"Documentary, Short            ",nepali
tt7508630,Kee,2019,138 min,5.2,661,"Action, Thriller            ",tamil
tt4837328,Online Binline,2015,120 min,6.4,43,"Comedy, Romance            ",marathi
tt6786690,Haripada Bandwala,2016,240 min,4.4,168,"Comedy, Romance            ",bengali
tt0257260,Vinayaka Chaviti,1957,155 min,7.4,7,"Drama, Musical            ",telugu
tt1569356,Bhagavan,2009,98 min,2.3,214,Thriller            ,malayalam
tt11497232,The Kung Fu Master,2020,126 min,6.2,164,Action            ,malayalam
tt7098658,Raazi,2018,138 min,7.8,"25,905","Action, Drama, Thriller            ",hindi
tt0246804,Navarathnam,1977,150 min,6.7,14,Drama            ,tamil
tt4581032,Luv U Alia,2015,130 min,5.2,79,"Family, Romance            ",kannada
tt4500734,Ek Paheli Leela,2015,145 min,3.7,"1,684","Mystery, Romance, Thriller            ",hindi
tt0148842,Shikast,1953,110 min,7.0,41,Drama            ,hindi
tt2430806,Take It Easy,2011,101 min,6.5,10,Comedy            ,kannada
tt4251142,Sangee,2003,156 min,7.1,290,"Drama, Musical, Romance            ",bengali
tt0149574,Aasmaan Mahal,1965,172 min,5.5,6,Drama            ,hindi
tt5235868, Madam Secretary,2014–2019,43 min,7.4,276,Drama            ,urdu
tt0924249,Maharadhi,2007,149 min,2.2,206,Action            ,telugu
tt8665546,Banjara - The Truck Driver,2018,131 min,4.2,135,"Drama, Romance            ",punjabi
tt4009866,Manzil Aka Her Lost Destination,2006– ,"1,040 min",5.5,13,Drama            ,urdu
tt3056820,A Journey of Samyak Buddha,2013,127 min,7.1,16,Drama            ,hindi
tt0360650,Humkadam,1980,124 min,6.6,25,"Musical, Drama, Family            ",hindi
tt3001638,Mary Kom,2014,122 min,6.8,"9,981","Action, Biography, Drama            ",hindi
tt1575537,Dreams,2004,149 min,5.5,39,Drama            ,tamil
tt5097012,21,II 2016,98 min,7.3,23,Horror            ,telugu
tt1016159,Chain Kulii Ki Main Kulii,2007,118 min,5.6,"1,167","Comedy, Drama, Family            ",hindi
tt3124456,Memories,III 2013,132 min,8.0,"6,263","Mystery, Thriller            ",malayalam
tt10111568,Smile Please,I 2019,132 min,7.0,168,Drama            ,marathi
tt5329278,Kattumakkan,2016,124 min,3.5,29,Thriller            ,malayalam
tt0232050,Manokaamnaa,1980,110 min,6.9,14,"Drama, Romance            ",hindi
tt10499366,Ratnakar,2019,116 min,6.8,76,"Action, Drama            ",assamese
tt11214936,Yedu Chepala Katha,2019,124 min,6.6,49,Romance            ,telugu
tt1264885,Doraemon the Movie: The New Records of Nobita's Spaceblazer,2009,103 min,6.6,266,"Animation, Adventure, Comedy            ",hindi
tt1450764,Vairam: Fight for Justice,2009,123 min,5.6,68,Drama            ,malayalam
tt1010265,Varg Veum - Falne engler,2008,95 min,6.7,"2,156","Crime, Drama, Thriller            ",urdu
tt3284012, Homeland,2011–2020,49 min,8.3,"3,024","Crime, Drama, Mystery            ",oriya
tt6865694,Dhol Taashe,2015,120 min,5.4,5,Drama            ,marathi
tt1859517,Katha Nayagan,1988,138 min,6.8,37,"Comedy, Drama            ",tamil
tt0175674,Golden Eyes Secret Agent 077,1968,136 min,6.3,12,"Action, Crime, Mystery            ",hindi
tt4156344,Paatshala,2015,120 min,8.5,24,Drama            ,bengali
tt1521223,Iti Mrinalini: An Unfinished Letter...,2010,131 min,6.8,501,Drama            ,bengali
tt7463730,Junglee,2019,115 min,5.5,"1,597","Action, Adventure            ",hindi
tt4318402,Kaam Jwala: The Fire,2004,73 min,2.9,8,Drama            ,hindi
tt8372520,Life of An Outcast,2018,81 min,6.8,32,Drama            ,hindi
tt0402607,Tum: A Dangerous Obsession,2004,150 min,2.4,180,"Drama, Romance, Thriller            ",hindi
tt6581528,Sathya,I 2017,118 min,2.6,119,"Action, Thriller            ",malayalam
tt0178191,Aansoo Aur Muskan,1970,150 min,6.5,24,"Comedy, Drama, Family            ",hindi
tt7380284,Veedevadu,2017,125 min,5.7,56,Thriller            ,telugu
tt4208604,M.... Matric Pass,2014,118 min,3.4,13,"Drama, Romance            ",hindi
tt12071532,Dirty Hari,2020,150 min,5.9,167,Romance            ,telugu
tt0261296,Shaitani Ilaaka,1990,128 min,4.8,49,Horror            ,hindi
tt1160328,Kalloori,2007,140 min,7.3,415,Drama            ,telugu
tt7981470,Lovers Club,2017,137 min,7.9,13,Romance            ,telugu
tt2182099,Satrangi Re,2012,135 min,6.9,39,"Music, Musical            ",marathi
tt0244409,Asli-Naqli,1962,145 min,7.5,255,"Drama, Musical, Romance            ",hindi
tt1580013,Raja Babu,2006,129 min,5.9,9,Action            ,telugu
tt5200814,Ho Mann Jahaan,2015,170 min,7.1,"1,763","Drama, Music, Musical            ",oriya
tt2608652,Baap Re Baap Dokyala Taap,2008,141 min,5.9,12,Comedy            ,marathi
tt5495080,Hamaal De Dhamaal,1989,124 min,6.5,15,Comedy            ,marathi
tt0239448,Haath Ki Safai,1974,137 min,6.3,103,"Action, Drama            ",hindi
tt2072910,Bottled Life: Nestle's Business with Water,2012,90 min,6.8,808,"Documentary, Adventure, Drama            ",oriya
tt0237683,Sagaram Sakshi,1994,152 min,6.7,87,Drama            ,malayalam
tt0154118,Aggirava,1981,180 min,7.3,38,Drama            ,telugu
tt4265694,Yaar Annmulle 2,2017,118 min,5.3,46,"Comedy, Drama            ",punjabi
tt9000388,Tottaa Pataaka Item Maal,2019,107 min,7.7,"1,406",Drama            ,hindi
tt0042233,Bawre Nain,1950,138 min,7.0,35,"Drama, Romance            ",hindi
tt4249582,Deba,2002,116 min,7.0,17,Drama            ,bengali
tt1322257,Jhootha Hi Sahi,2010,142 min,6.1,"1,853","Comedy, Drama, Romance            ",hindi
tt3172230,Kool,2011,130 min,4.7,25,"Comedy, Drama, Romance            ",kannada
tt0358061,Raja Harishchandra,1952,146 min,6.0,7,History            ,hindi
tt7260848,Khajoor Pe Atke,2018,119 min,5.6,221,Comedy            ,hindi
tt3779602,Kalimannu,2013,121 min,5.2,46,Drama            ,malayalam
tt0381319,Khoon Ka Rishta,1981,117 min,4.1,7,Action            ,hindi
tt0087868,Paar,1984,141 min,7.5,442,Drama            ,hindi
tt4171716,Bicycle Dreams,2014,70 min,8.7,7,"Adventure, Family            ",nepali
tt0393879,Tiger Harischandra Prasad,2003,180 min,4.5,13,Drama            ,telugu
tt2275794,Gori Tere Pyaar Mein!,2013,150 min,4.9,"3,564","Comedy, Drama, Romance            ",tamil
tt2998140,Junior Senior,2002,137 min,3.9,21,Drama            ,tamil
tt0154559,Haathon Ki Lakeeren,1986,139 min,7.3,40,"Musical, Drama, Family            ",hindi
tt0158914,Sant Dnyaneshwar,I 1940,139 min,7.9,44,Fantasy            ,hindi
tt11007068,Marne Bhi Do Yaaron,2019,130 min,4.9,71,Comedy            ,hindi
tt10801196,Pressure Cooker,2020,135 min,6.4,266,"Comedy, Drama, Family            ",telugu
tt8785010,Double Engine,2018,134 min,5.8,11,Comedy            ,kannada
tt7208366,11/8/16,2017,104 min,5.3,260,Documentary            ,urdu
tt0343064,Tapish,2000,144 min,6.2,19,Drama            ,hindi
tt1024943,Om Shanti Om,2007,162 min,6.7,"39,457","Action, Comedy, Drama            ",oriya
tt9179226,Orange,2018,137 min,5.4,90,"Comedy, Drama, Romance            ",kannada
tt0243557,Shubha Bibaha,1959,100 min,6.8,12,Drama            ,bengali
tt2424988,Gabbar is Back,2015,128 min,7.1,"22,852","Action, Crime, Drama            ",hindi
tt7919680,Karwaan,2018,114 min,7.5,"13,550","Adventure, Comedy, Drama            ",malayalam
tt4930814,Double Barrel,2015,158 min,5.6,977,"Action, Comedy, Thriller            ",malayalam
tt2899574,Yamdas,2014,77 min,6.7,15,Drama            ,hindi
tt8541132,Varthamana,2018,109 min,7.0,7,Thriller            ,kannada
tt5314520,Koti,2015,126 min,8.1,15,"Comedy, Drama, Family            ",marathi
tt6522546,Spyder,2017,155 min,6.6,"9,238","Action, Crime, Thriller            ",tamil
tt0818603,Hitler,1998,137 min,5.5,51,Crime            ,hindi
tt4987572,Thakka Thakka,2015,134 min,5.5,80,"Action, Drama, Thriller            ",tamil
tt0364236,Billa,1980,175 min,7.4,746,"Action, Crime, Thriller            ",tamil
tt0140377,Michael Madana Kama Rajan,1990,162 min,8.4,"3,953",Comedy            ,tamil
tt6998562,7 Naatkal,2017,132 min,4.3,43,Thriller            ,tamil
tt0176134,Shart,1969,136 min,6.7,36,"Mystery, Thriller            ",hindi
tt0287014,Tere Pyaar Mein,2000,158 min,6.0,130,"Romance, Drama            ",urdu
tt0032226,Aurat,1940,154 min,7.2,30,Drama            ,hindi
tt0430568,Sathyam,2004,183 min,4.4,164,"Action, Thriller            ",malayalam
tt0248497,Suswagatham,1997,151 min,7.1,528,"Drama, Romance            ",telugu
tt0271564,Iniyum Kadha Thudarum,1985,139 min,6.8,21,Drama            ,malayalam
tt6915176,Erra Buss,2014,140 min,6.0,555,"Comedy, Drama            ",telugu
tt7288834,Asa Mi Tasa Mi,2010,120 min,7.4,7,Comedy            ,marathi
tt1985981,Desi Boyz,2011,122 min,5.7,"13,066","Comedy, Drama            ",punjabi
tt6385856,Hey Jude,2018,146 min,6.9,"1,103","Drama, Romance            ",malayalam
tt8011332,Sanga Thalaivan,2021,123 min,7.1,71,Drama            ,tamil
tt9461496,Anaganaga O Premakatha,2018,125 min,5.8,56,Drama            ,telugu
tt7212726,Simmba,2018,158 min,5.7,"15,048","Action, Comedy, Crime            ",hindi
tt5928448,Prem Ki Bujhini,2016,140 min,6.7,149,Romance            ,bengali
tt2429144,Chambaili,2013,133 min,7.7,"1,091","Crime, Drama, Thriller            ",oriya
tt0779772,Vintha Mogudu,1985,131 min,8.6,47,Drama            ,telugu
tt0380017,Tada,2003,154 min,4.8,21,Action            ,hindi
tt0100587,Shakha Proshakha,1990,130 min,7.8,674,Drama            ,bengali
tt1447777,Calendar,2009,143 min,3.9,46,Drama            ,malayalam
tt1253578,Jiban mrityu,1967,130 min,8.0,34,Drama            ,bengali
tt11773456,Naandhi,2021,146 min,7.9,"3,021","Crime, Drama, Thriller            ",telugu
tt3510102,Dil Deewana,2014,126 min,6.8,9,"Comedy, Romance            ",telugu
tt0323454,Nuvva Nena,1984,120 min,6.0,6,Drama            ,telugu
tt5884834,My Story,2018,138 min,4.5,495,"Drama, Musical, Romance            ",malayalam
tt0189492,Dushman,1998,145 min,6.9,"1,823","Crime, Drama, Thriller            ",hindi
tt0152139,Ram Teri Ganga Maili,1985,178 min,6.7,949,"Drama, Musical, Romance            ",hindi
tt3360350,Prem Mhanje Prem Mhanje Prem Asta,2013,131 min,6.6,30,Romance            ,marathi
tt3405236,Raees,2017,143 min,6.8,"40,702","Action, Crime, Drama            ",hindi
tt7088108,Indrajith,2017,116 min,3.4,173,"Action, Adventure            ",tamil
tt0245717,Anveshane,1983,108 min,7.5,17,"Drama, Mystery            ",kannada
tt6237966,Thaanaa Serndha Koottam,2018,138 min,6.7,"5,154","Action, Comedy, Crime            ",tamil
tt0425610,Vadakkum Nathan,2006,135 min,6.6,353,"Drama, Musical, Romance            ",malayalam
tt0351714,Sharafat,1970,120 min,7.1,75,"Drama, Romance            ",hindi
tt0078381,Thampu,1978,129 min,7.6,48,Drama            ,malayalam
tt8944398,Aame,2019,143 min,6.3,"1,155","Drama, Thriller            ",tamil
tt11167286,Vattamesha Sammelanam,2019,136 min,5.2,29,Comedy            ,malayalam
tt0246279,Tingu Rangadu,1982,104 min,5.3,15,"Action, Drama, Comedy            ",telugu
tt1129411,Chocolate,2007,121 min,6.2,614,"Comedy, Romance            ",malayalam
tt1093819,Dinner with the President: A Nation's Journey,2007,52 min,7.5,63,Documentary            ,oriya
tt4543720,Savaale Samaali,2015,138 min,4.9,56,Comedy            ,tamil
tt7919770,Aaram Vetrumai,2017,135 min,3.9,14,"Drama, Thriller            ",tamil
tt10158248,Vaigasi Poranthachu,1990,140 min,8.0,10,Drama            ,tamil
tt1447508,Peepli [Live],2010,95 min,7.4,"11,885","Comedy, Drama            ",hindi
tt11772576,Biscoth,2020,106 min,4.2,437,Comedy            ,tamil
tt11173094,Zakhmi,2020,125 min,5.8,20,Drama            ,punjabi
tt0457767,Apoorva Piravaigal,1967,172 min,5.8,5,Drama            ,tamil
tt0104660,Laat Saab,1992,126 min,3.3,22,"Action, Crime, Drama            ",hindi
tt0246986,Thiruvilayadal,1965,154 min,7.8,314,"Drama, Family, Musical            ",tamil
tt0157324,Arasa Kattalai,1967,132 min,6.2,27,Drama            ,tamil
tt2939898,Anaamika,2014,145 min,5.6,209,Thriller            ,telugu
tt0347332,Khakee,2004,174 min,7.4,"15,066","Action, Crime, Drama            ",hindi
tt11541458,Pachai Vilakku,2020,158 min,8.4,7,Drama            ,tamil
tt4114302,Phir Se...,2018,118 min,5.5,203,Romance            ,hindi
tt0156034,Saakshi,1967,142 min,7.0,27,Drama            ,telugu
tt5108156,Sneho,1994,142 min,6.7,26,"Comedy, Drama, Romance            ",bengali
tt0242576,King Kong,1962,142 min,6.3,38,"Action, Adventure, Comedy            ",hindi
tt0193122,Dushman Zamana,1992,129 min,5.1,24,"Action, Romance            ",hindi
tt1473089,Panathottam,1963,135 min,6.8,12,Drama            ,tamil
tt4131670, Humsafar,2011–2012,38 min,9.0,44,"Drama, Romance            ",oriya
tt1295091,One Way Ticket,2008,160 min,3.5,99,"Comedy, Drama            ",malayalam
tt4358344,Rough Book,2016,100 min,6.9,189,Drama            ,hindi
tt0363787,Mahaguru,1985,92 min,4.9,21,"Action, Comedy, Crime            ",hindi
tt5475914, Mann Mayal,2016,40 min,8.4,47,"Drama, Romance            ",oriya
tt6551244,Suryavamsam,1997,156 min,7.4,196,"Comedy, Drama, Family            ",tamil
tt0214984,Neeya,1979,137 min,6.2,84,"Drama, Fantasy, Musical            ",telugu
tt8709886,Cheema Prema Madhyalo Bhama,2020,115 min,6.4,10,"Drama, Romance            ",telugu
tt5465374,Shivalinga,2016,155 min,7.1,540,"Drama, Horror, Thriller            ",kannada
tt10366330,Night Out,IV 2019,116 min,7.6,16,"Comedy, Thriller            ",kannada
tt3560364,Kiraathaka,2011,161 min,7.1,151,"Comedy, Drama            ",kannada
tt0248909,Innale,1989,137 min,7.9,432,"Drama, Romance            ",malayalam
tt11143434,Sarbath,2021,142 min,7.4,81,"Comedy, Drama            ",tamil
tt3189256,Om,1995,150 min,8.8,"2,689","Action, Crime, Drama            ",kannada
tt0267905,Sangram,1993,156 min,3.2,194,"Drama, Romance            ",hindi
tt6994140,Dada Thakur,2001,153 min,6.2,8,Drama            ,bengali
tt13612770,Maasilamani,2009,150 min,4.9,9,Drama            ,tamil
tt5323386,Poshter Girl,2016,140 min,6.8,292,Comedy            ,marathi
tt0138994,Abhilasha,1968,141 min,6.8,24,"Drama, Romance            ",hindi
tt0364550,Naseebwaala,1992,132 min,4.1,8,Drama            ,hindi
tt0245917,Gharana Mogudu,1992,149 min,7.3,435,"Action, Comedy, Drama            ",telugu
tt0268639,Singapore,1960,135 min,6.4,70,"Crime, Thriller            ",hindi
tt0254927,Aaghaaz,2000,153 min,4.1,274,"Action, Crime, Drama            ",hindi
tt4949324,Mohalla Assi,2015,150 min,6.8,"1,579","Comedy, Drama            ",hindi
tt10695638,Superstar,2019,135 min,5.7,495,"Drama, Musical, Romance            ",urdu
tt1861293,The Image Threads,2011,102 min,6.5,30,"Fantasy, Romance            ",malayalam
tt3740090,Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,2014,150 min,4.5,75,Comedy            ,tamil
tt5580778,Saawan,2016,137 min,7.4,194,"Drama, Thriller            ",oriya
tt4271920,Aasroy,2000,120 min,6.3,11,"Drama, Family            ",bengali
tt1575500,Aaduthu Paaduthu,2002,150 min,7.1,33,Comedy            ,telugu
tt0331232,Dhyasparva,2001,135 min,8.0,41,"Biography, Drama, History            ",marathi
tt5039054,Oopiri,2016,158 min,8.0,"4,391","Comedy, Drama            ",telugu
tt0981095,Tanthra,2006,87 min,4.9,14,Horror            ,malayalam
tt8907844,Kaagar,2019,129 min,5.9,54,"Crime, Drama            ",marathi
tt0259392,Laila Majnu,I 1949,171 min,8.2,13,"Drama, History, Musical            ",telugu
tt2130033,Fakta Ladh Mhana,2011,145 min,6.3,116,"Action, Drama, Thriller            ",marathi
tt6832682,Shahjahan,2001,156 min,6.7,552,"Drama, Romance            ",tamil
tt2844724,Ek Ajooba,2000,71 min,6.0,13,Family            ,hindi
tt7816386,Jawani Phir Nahi Ani 2,2018,165 min,7.5,"1,393",Comedy            ,urdu
tt0254843,Vaasna,1968,150 min,5.3,9,"Action, Crime, Drama            ",hindi
tt2759338,Dassehra,2018,131 min,3.8,315,"Action, Thriller            ",hindi
tt0233567,Dhum Dhadaka,1985,148 min,7.5,181,Comedy            ,marathi
tt1692189,Don Seenu,2010,164 min,6.0,780,"Action, Comedy            ",telugu
tt6513084,Putani Safari,2017,134 min,7.8,6,"Adventure, Family            ",kannada
tt0149850,Bewaffa Se Waffa,1992,172 min,4.9,71,Romance            ,hindi
tt1201620,Donkey in Lahore,2008,117 min,8.0,83,"Documentary, Drama            ",urdu
tt2576666,Naan Rajavaga Pogiren,2013,128 min,5.7,91,"Action, Drama, Thriller            ",tamil
tt0268990,Bhavani Junction,1985,128 min,5.8,47,"Action, Crime, Thriller            ",hindi
tt0266737,Madanolsavam,1978,149 min,7.3,39,"Drama, Romance            ",malayalam
tt2145803,Mouna Guru,2011,153 min,7.7,781,"Action, Thriller            ",tamil
tt0435259,Padmashree Laloo Prasad Yadav,2005,162 min,2.4,182,Comedy            ,hindi
tt1185442,Kurbaan,2009,161 min,5.7,"4,795","Action, Crime, Drama            ",hindi
tt1187043,3 Idiots,2009,170 min,8.4,"351,187","Comedy, Drama            ",hindi
tt0288784,Rajathi Raja,1988,137 min,6.8,291,"Action, Comedy, Drama            ",tamil
tt8396096,Hoichoi Unlimited,2018,135 min,4.4,196,Drama            ,bengali
tt1260351,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,2007,112 min,7.0,521,"Animation, Adventure, Comedy            ",hindi
tt2956300,ABCD: American-Born Confused Desi,2013,166 min,6.7,"2,534",Comedy            ,malayalam
tt3263222,Zachariayude Garbhinikal,2013,114 min,6.1,129,Drama            ,malayalam
tt1548615,Natun Diner Alo,1973,121 min,6.6,9,Drama            ,bengali
tt0112553,Bombay,1995,130 min,8.1,"11,566","Drama, Romance            ",tamil
tt0083578,Arth,1982,138 min,7.9,"1,282","Drama, Romance            ",hindi
tt0106725,Dil Tera Aashiq,1993,151 min,5.1,657,"Comedy, Drama, Romance            ",hindi
tt13545556,Koodu,2020,7 min,8.0,6,"Short, Drama            ",malayalam
tt0032395,Diamond Queen,1940,155 min,6.1,31,"Action, Adventure            ",hindi
tt0156995,Samarat Prithviraj Chauvan,1959,145 min,6.7,9,"Adventure, History, Thriller            ",oriya
tt4515070,Yevade Subramanyam,2015,150 min,7.6,"2,221","Adventure, Comedy, Drama            ",telugu
tt8071688,Jamba Lakidi Pamba,2018,141 min,6.5,633,"Comedy, Fantasy            ",telugu
tt8324474,Hope Aur Hum,2018,96 min,6.2,402,"Comedy, Drama, Family            ",hindi
tt0250745,Sri Krishna Deva Raya,1970,216 min,8.8,70,"Drama, History            ",kannada
tt0308280,Friends,2001,167 min,7.5,"2,348","Drama, Comedy, Romance            ",tamil
tt0246008,Kondaveeti Donga,1990,151 min,6.9,292,"Action, Adventure, Drama            ",telugu
tt0140370,Mayurpankh,1954,106 min,5.9,16,"Adventure, Drama, Musical            ",urdu
tt1221133,EMI: Liya Hai To Chukana Padega,2008,180 min,4.2,578,"Comedy, Crime, Drama            ",hindi
tt1836826,Noor,I 2012,78 min,7.2,73,Drama            ,oriya
